Axis1,Axis2,Axis3,datetime,hand,hand_dominance,type,hand_type,session,hand_label,id
0,9,53,2017-04-07 16:10:37,R,R,ucp,dom,ndom,dom,UCP3
32,2,0,2017-04-07 16:10:37,L,R,ucp,ndom,ndom,ndom,UCP3
0,0,3,2017-04-07 16:10:38,R,R,ucp,dom,ndom,dom,UCP3
59,76,7,2017-04-07 16:10:38,L,R,ucp,ndom,ndom,ndom,UCP3
0,17,36,2017-04-07 16:10:39,R,R,ucp,dom,ndom,dom,UCP3
46,50,30,2017-04-07 16:10:39,L,R,ucp,ndom,ndom,ndom,UCP3
0,6,10,2017-04-07 16:10:40,R,R,ucp,dom,ndom,dom,UCP3
40,12,5,2017-04-07 16:10:40,L,R,ucp,ndom,ndom,ndom,UCP3
0,6,0,2017-04-07 16:10:41,R,R,ucp,dom,ndom,dom,UCP3
38,63,26,2017-04-07 16:10:41,L,R,ucp,ndom,ndom,ndom,UCP3
0,20,0,2017-04-07 16:10:42,R,R,ucp,dom,ndom,dom,UCP3
34,40,29,2017-04-07 16:10:42,L,R,ucp,ndom,ndom,ndom,UCP3
1,10,0,2017-04-07 16:10:43,L,R,ucp,ndom,ndom,ndom,UCP3
0,0,3,2017-04-07 16:10:43,R,R,ucp,dom,ndom,dom,UCP3
4,14,0,2017-04-07 16:10:44,L,R,ucp,ndom,ndom,ndom,UCP3
0,3,0,2017-04-07 16:10:44,R,R,ucp,dom,ndom,dom,UCP3
55,3,47,2017-04-07 16:10:45,L,R,ucp,ndom,ndom,ndom,UCP3
131,48,16,2017-04-07 16:10:45,R,R,ucp,dom,ndom,dom,UCP3
143,35,34,2017-04-07 16:12:25,R,R,ucp,dom,dom,dom,UCP3
10,0,6,2017-04-07 16:12:25,L,R,ucp,ndom,dom,ndom,UCP3
91,66,60,2017-04-07 16:12:26,R,R,ucp,dom,dom,dom,UCP3
5,0,0,2017-04-07 16:12:26,L,R,ucp,ndom,dom,ndom,UCP3
80,58,46,2017-04-07 16:12:27,R,R,ucp,dom,dom,dom,UCP3
2,0,0,2017-04-07 16:12:27,L,R,ucp,ndom,dom,ndom,UCP3
68,138,67,2017-04-07 16:12:28,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:28,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:12:29,L,R,ucp,ndom,dom,ndom,UCP3
50,99,97,2017-04-07 16:12:29,R,R,ucp,dom,dom,dom,UCP3
29,98,32,2017-04-07 16:12:30,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:30,L,R,ucp,ndom,dom,ndom,UCP3
36,64,50,2017-04-07 16:12:31,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:31,L,R,ucp,ndom,dom,ndom,UCP3
60,62,92,2017-04-07 16:12:32,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:32,L,R,ucp,ndom,dom,ndom,UCP3
64,58,59,2017-04-07 16:12:33,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:33,L,R,ucp,ndom,dom,ndom,UCP3
78,59,25,2017-04-07 16:12:34,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:34,L,R,ucp,ndom,dom,ndom,UCP3
54,62,11,2017-04-07 16:12:35,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:35,L,R,ucp,ndom,dom,ndom,UCP3
60,85,77,2017-04-07 16:12:36,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:36,L,R,ucp,ndom,dom,ndom,UCP3
40,85,37,2017-04-07 16:12:37,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:37,L,R,ucp,ndom,dom,ndom,UCP3
37,105,53,2017-04-07 16:12:38,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:38,L,R,ucp,ndom,dom,ndom,UCP3
65,108,21,2017-04-07 16:12:39,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:39,L,R,ucp,ndom,dom,ndom,UCP3
87,108,59,2017-04-07 16:12:40,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:40,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:12:41,L,R,ucp,ndom,dom,ndom,UCP3
71,127,85,2017-04-07 16:12:41,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:42,L,R,ucp,ndom,dom,ndom,UCP3
59,68,84,2017-04-07 16:12:42,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:43,L,R,ucp,ndom,dom,ndom,UCP3
44,62,96,2017-04-07 16:12:43,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:44,L,R,ucp,ndom,dom,ndom,UCP3
57,81,76,2017-04-07 16:12:44,R,R,ucp,dom,dom,dom,UCP3
61,80,94,2017-04-07 16:12:45,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:45,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:12:46,L,R,ucp,ndom,dom,ndom,UCP3
28,72,97,2017-04-07 16:12:46,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:47,L,R,ucp,ndom,dom,ndom,UCP3
44,56,89,2017-04-07 16:12:47,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:48,L,R,ucp,ndom,dom,ndom,UCP3
47,66,35,2017-04-07 16:12:48,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:49,L,R,ucp,ndom,dom,ndom,UCP3
69,53,78,2017-04-07 16:12:49,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:50,L,R,ucp,ndom,dom,ndom,UCP3
41,93,67,2017-04-07 16:12:50,R,R,ucp,dom,dom,dom,UCP3
47,43,70,2017-04-07 16:12:51,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:51,L,R,ucp,ndom,dom,ndom,UCP3
72,60,33,2017-04-07 16:12:52,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:52,L,R,ucp,ndom,dom,ndom,UCP3
109,30,55,2017-04-07 16:12:53,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:53,L,R,ucp,ndom,dom,ndom,UCP3
76,105,50,2017-04-07 16:12:54,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:54,L,R,ucp,ndom,dom,ndom,UCP3
82,32,49,2017-04-07 16:12:55,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:55,L,R,ucp,ndom,dom,ndom,UCP3
79,130,65,2017-04-07 16:12:56,R,R,ucp,dom,dom,dom,UCP3
0,0,6,2017-04-07 16:12:56,L,R,ucp,ndom,dom,ndom,UCP3
98,50,62,2017-04-07 16:12:57,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:57,L,R,ucp,ndom,dom,ndom,UCP3
78,115,48,2017-04-07 16:12:58,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:12:58,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:12:59,L,R,ucp,ndom,dom,ndom,UCP3
43,68,59,2017-04-07 16:12:59,R,R,ucp,dom,dom,dom,UCP3
40,81,87,2017-04-07 16:13:00,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:00,L,R,ucp,ndom,dom,ndom,UCP3
47,68,58,2017-04-07 16:13:01,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:01,L,R,ucp,ndom,dom,ndom,UCP3
44,93,76,2017-04-07 16:13:02,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:02,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:13:03,L,R,ucp,ndom,dom,ndom,UCP3
76,61,84,2017-04-07 16:13:03,R,R,ucp,dom,dom,dom,UCP3
59,55,89,2017-04-07 16:13:04,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:04,L,R,ucp,ndom,dom,ndom,UCP3
54,131,43,2017-04-07 16:13:05,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:05,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:13:06,L,R,ucp,ndom,dom,ndom,UCP3
45,59,90,2017-04-07 16:13:06,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:07,L,R,ucp,ndom,dom,ndom,UCP3
46,69,69,2017-04-07 16:13:07,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:08,L,R,ucp,ndom,dom,ndom,UCP3
69,60,54,2017-04-07 16:13:08,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:09,L,R,ucp,ndom,dom,ndom,UCP3
66,55,66,2017-04-07 16:13:09,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:10,L,R,ucp,ndom,dom,ndom,UCP3
20,35,82,2017-04-07 16:13:10,R,R,ucp,dom,dom,dom,UCP3
53,26,46,2017-04-07 16:13:11,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:11,L,R,ucp,ndom,dom,ndom,UCP3
50,73,77,2017-04-07 16:13:12,R,R,ucp,dom,dom,dom,UCP3
0,0,8,2017-04-07 16:13:12,L,R,ucp,ndom,dom,ndom,UCP3
37,25,16,2017-04-07 16:13:13,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:13,L,R,ucp,ndom,dom,ndom,UCP3
22,13,22,2017-04-07 16:13:14,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:14,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:13:15,L,R,ucp,ndom,dom,ndom,UCP3
66,58,67,2017-04-07 16:13:15,R,R,ucp,dom,dom,dom,UCP3
45,52,21,2017-04-07 16:13:16,R,R,ucp,dom,dom,dom,UCP3
0,0,5,2017-04-07 16:13:16,L,R,ucp,ndom,dom,ndom,UCP3
49,73,60,2017-04-07 16:13:17,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:17,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:13:18,L,R,ucp,ndom,dom,ndom,UCP3
49,89,50,2017-04-07 16:13:18,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:19,L,R,ucp,ndom,dom,ndom,UCP3
74,98,59,2017-04-07 16:13:19,R,R,ucp,dom,dom,dom,UCP3
43,118,132,2017-04-07 16:13:20,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:20,L,R,ucp,ndom,dom,ndom,UCP3
0,0,0,2017-04-07 16:13:21,L,R,ucp,ndom,dom,ndom,UCP3
55,80,103,2017-04-07 16:13:21,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:22,L,R,ucp,ndom,dom,ndom,UCP3
57,52,51,2017-04-07 16:13:22,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:23,L,R,ucp,ndom,dom,ndom,UCP3
65,88,68,2017-04-07 16:13:23,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:24,L,R,ucp,ndom,dom,ndom,UCP3
44,52,54,2017-04-07 16:13:24,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-04-07 16:13:25,L,R,ucp,ndom,dom,ndom,UCP3
0,4,6,2017-04-07 16:13:25,R,R,ucp,dom,dom,dom,UCP3
0,0,0,2017-10-06 17:04:10,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:10,R,L,ucp,ndom,dom,ndom,UCP4
163,119,71,2017-10-06 17:04:11,L,L,ucp,dom,dom,dom,UCP4
0,16,0,2017-10-06 17:04:11,R,L,ucp,ndom,dom,ndom,UCP4
0,0,0,2017-10-06 17:04:12,R,L,ucp,ndom,dom,ndom,UCP4
96,104,101,2017-10-06 17:04:12,L,L,ucp,dom,dom,dom,UCP4
75,117,92,2017-10-06 17:04:13,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:13,R,L,ucp,ndom,dom,ndom,UCP4
93,72,126,2017-10-06 17:04:14,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:14,R,L,ucp,ndom,dom,ndom,UCP4
78,155,92,2017-10-06 17:04:15,L,L,ucp,dom,dom,dom,UCP4
2,3,8,2017-10-06 17:04:15,R,L,ucp,ndom,dom,ndom,UCP4
39,100,93,2017-10-06 17:04:16,L,L,ucp,dom,dom,dom,UCP4
0,10,0,2017-10-06 17:04:16,R,L,ucp,ndom,dom,ndom,UCP4
56,84,101,2017-10-06 17:04:17,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:17,R,L,ucp,ndom,dom,ndom,UCP4
0,0,0,2017-10-06 17:04:18,R,L,ucp,ndom,dom,ndom,UCP4
67,144,123,2017-10-06 17:04:18,L,L,ucp,dom,dom,dom,UCP4
62,111,135,2017-10-06 17:04:19,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:19,R,L,ucp,ndom,dom,ndom,UCP4
0,0,0,2017-10-06 17:04:20,R,L,ucp,ndom,dom,ndom,UCP4
68,81,56,2017-10-06 17:04:20,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:21,R,L,ucp,ndom,dom,ndom,UCP4
91,109,71,2017-10-06 17:04:21,L,L,ucp,dom,dom,dom,UCP4
1,0,0,2017-10-06 17:04:22,R,L,ucp,ndom,dom,ndom,UCP4
85,62,42,2017-10-06 17:04:22,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:23,R,L,ucp,ndom,dom,ndom,UCP4
110,44,23,2017-10-06 17:04:23,L,L,ucp,dom,dom,dom,UCP4
100,83,47,2017-10-06 17:04:24,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:24,R,L,ucp,ndom,dom,ndom,UCP4
121,145,38,2017-10-06 17:04:25,L,L,ucp,dom,dom,dom,UCP4
9,0,0,2017-10-06 17:04:25,R,L,ucp,ndom,dom,ndom,UCP4
43,13,27,2017-10-06 17:04:26,R,L,ucp,ndom,dom,ndom,UCP4
2,47,0,2017-10-06 17:04:26,L,L,ucp,dom,dom,dom,UCP4
97,60,48,2017-10-06 17:04:27,L,L,ucp,dom,dom,dom,UCP4
16,0,9,2017-10-06 17:04:27,R,L,ucp,ndom,dom,ndom,UCP4
11,0,4,2017-10-06 17:04:28,R,L,ucp,ndom,dom,ndom,UCP4
166,80,38,2017-10-06 17:04:28,L,L,ucp,dom,dom,dom,UCP4
90,133,42,2017-10-06 17:04:29,L,L,ucp,dom,dom,dom,UCP4
28,3,6,2017-10-06 17:04:29,R,L,ucp,ndom,dom,ndom,UCP4
7,0,0,2017-10-06 17:04:30,R,L,ucp,ndom,dom,ndom,UCP4
54,97,66,2017-10-06 17:04:30,L,L,ucp,dom,dom,dom,UCP4
133,90,53,2017-10-06 17:04:31,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:31,R,L,ucp,ndom,dom,ndom,UCP4
27,66,17,2017-10-06 17:04:32,L,L,ucp,dom,dom,dom,UCP4
13,0,0,2017-10-06 17:04:32,R,L,ucp,ndom,dom,ndom,UCP4
0,0,0,2017-10-06 17:04:33,R,L,ucp,ndom,dom,ndom,UCP4
149,74,70,2017-10-06 17:04:33,L,L,ucp,dom,dom,dom,UCP4
128,127,155,2017-10-06 17:04:34,L,L,ucp,dom,dom,dom,UCP4
26,0,14,2017-10-06 17:04:34,R,L,ucp,ndom,dom,ndom,UCP4
44,15,16,2017-10-06 17:04:35,R,L,ucp,ndom,dom,ndom,UCP4
56,94,40,2017-10-06 17:04:35,L,L,ucp,dom,dom,dom,UCP4
39,10,20,2017-10-06 17:04:36,R,L,ucp,ndom,dom,ndom,UCP4
102,93,35,2017-10-06 17:04:36,L,L,ucp,dom,dom,dom,UCP4
21,6,10,2017-10-06 17:04:37,R,L,ucp,ndom,dom,ndom,UCP4
119,62,25,2017-10-06 17:04:37,L,L,ucp,dom,dom,dom,UCP4
79,116,52,2017-10-06 17:04:38,L,L,ucp,dom,dom,dom,UCP4
5,0,0,2017-10-06 17:04:38,R,L,ucp,ndom,dom,ndom,UCP4
99,101,79,2017-10-06 17:04:39,L,L,ucp,dom,dom,dom,UCP4
0,0,0,2017-10-06 17:04:39,R,L,ucp,ndom,dom,ndom,UCP4
94,91,59,2017-10-06 17:04:40,L,L,ucp,dom,dom,dom,UCP4
0,0,1,2017-10-06 17:04:40,R,L,ucp,ndom,dom,ndom,UCP4
74,182,21,2017-10-06 17:04:41,L,L,ucp,dom,dom,dom,UCP4
37,20,21,2017-10-06 17:04:41,R,L,ucp,ndom,dom,ndom,UCP4
174,157,18,2017-10-06 17:04:42,L,L,ucp,dom,dom,dom,UCP4
23,0,12,2017-10-06 17:04:42,R,L,ucp,ndom,dom,ndom,UCP4
34,6,23,2017-10-06 17:04:43,R,L,ucp,ndom,dom,ndom,UCP4
102,58,46,2017-10-06 17:04:43,L,L,ucp,dom,dom,dom,UCP4
34,54,49,2017-10-06 17:04:44,R,L,ucp,ndom,dom,ndom,UCP4
98,80,64,2017-10-06 17:04:44,L,L,ucp,dom,dom,dom,UCP4
69,51,18,2017-10-06 17:04:45,R,L,ucp,ndom,dom,ndom,UCP4
42,72,7,2017-10-06 17:04:45,L,L,ucp,dom,dom,dom,UCP4
43,14,22,2017-10-06 17:04:46,R,L,ucp,ndom,dom,ndom,UCP4
88,75,51,2017-10-06 17:04:46,L,L,ucp,dom,dom,dom,UCP4
128,54,69,2017-10-06 17:04:47,L,L,ucp,dom,dom,dom,UCP4
51,16,9,2017-10-06 17:04:47,R,L,ucp,ndom,dom,ndom,UCP4
111,58,35,2017-10-06 17:04:48,L,L,ucp,dom,dom,dom,UCP4
41,14,9,2017-10-06 17:04:48,R,L,ucp,ndom,dom,ndom,UCP4
141,90,48,2017-10-06 17:04:49,L,L,ucp,dom,dom,dom,UCP4
31,21,22,2017-10-06 17:04:49,R,L,ucp,ndom,dom,ndom,UCP4
135,57,31,2017-10-06 17:04:50,L,L,ucp,dom,dom,dom,UCP4
15,13,2,2017-10-06 17:04:50,R,L,ucp,ndom,dom,ndom,UCP4
115,56,45,2017-10-06 17:04:51,L,L,ucp,dom,dom,dom,UCP4
24,17,0,2017-10-06 17:04:51,R,L,ucp,ndom,dom,ndom,UCP4
42,26,6,2017-10-06 17:04:52,L,L,ucp,dom,dom,dom,UCP4
9,5,0,2017-10-06 17:04:52,R,L,ucp,ndom,dom,ndom,UCP4
134,78,59,2017-10-06 17:04:53,L,L,ucp,dom,dom,dom,UCP4
19,16,10,2017-10-06 17:04:53,R,L,ucp,ndom,dom,ndom,UCP4
112,69,32,2017-10-06 17:04:54,L,L,ucp,dom,dom,dom,UCP4
28,16,34,2017-10-06 17:04:54,R,L,ucp,ndom,dom,ndom,UCP4
97,81,31,2017-10-06 17:04:55,L,L,ucp,dom,dom,dom,UCP4
13,11,17,2017-10-06 17:04:55,R,L,ucp,ndom,dom,ndom,UCP4
32,26,20,2017-10-06 17:04:56,R,L,ucp,ndom,dom,ndom,UCP4
90,112,42,2017-10-06 17:04:56,L,L,ucp,dom,dom,dom,UCP4
23,53,10,2017-10-06 17:04:57,L,L,ucp,dom,dom,dom,UCP4
1,18,8,2017-10-06 17:04:57,R,L,ucp,ndom,dom,ndom,UCP4
128,51,100,2017-10-06 17:04:58,R,L,ucp,ndom,dom,ndom,UCP4
96,96,87,2017-10-06 17:04:58,L,L,ucp,dom,dom,dom,UCP4
56,67,88,2017-10-06 17:04:59,L,L,ucp,dom,dom,dom,UCP4
61,33,57,2017-10-06 17:04:59,R,L,ucp,ndom,dom,ndom,UCP4
81,65,83,2017-10-06 17:05:00,L,L,ucp,dom,dom,dom,UCP4
32,56,86,2017-10-06 17:05:00,R,L,ucp,ndom,dom,ndom,UCP4
6,0,0,2017-10-06 17:05:01,R,L,ucp,ndom,dom,ndom,UCP4
97,36,48,2017-10-06 17:05:01,L,L,ucp,dom,dom,dom,UCP4
28,21,1,2017-10-06 17:05:02,R,L,ucp,ndom,dom,ndom,UCP4
163,80,30,2017-10-06 17:05:02,L,L,ucp,dom,dom,dom,UCP4
116,49,98,2017-10-06 17:05:03,L,L,ucp,dom,dom,dom,UCP4
26,9,28,2017-10-06 17:05:03,R,L,ucp,ndom,dom,ndom,UCP4
101,78,88,2017-10-06 17:05:04,L,L,ucp,dom,dom,dom,UCP4
25,12,1,2017-10-06 17:05:04,R,L,ucp,ndom,dom,ndom,UCP4
99,74,36,2017-10-06 17:05:05,L,L,ucp,dom,dom,dom,UCP4
11,14,1,2017-10-06 17:05:05,R,L,ucp,ndom,dom,ndom,UCP4
60,102,32,2017-10-06 17:05:06,L,L,ucp,dom,dom,dom,UCP4
76,48,28,2017-10-06 17:05:06,R,L,ucp,ndom,dom,ndom,UCP4
74,59,50,2017-10-06 17:05:07,L,L,ucp,dom,dom,dom,UCP4
82,32,84,2017-10-06 17:05:07,R,L,ucp,ndom,dom,ndom,UCP4
84,81,52,2017-10-06 17:05:08,L,L,ucp,dom,dom,dom,UCP4
114,16,68,2017-10-06 17:05:08,R,L,ucp,ndom,dom,ndom,UCP4
131,75,86,2017-10-06 17:05:09,L,L,ucp,dom,dom,dom,UCP4
57,24,15,2017-10-06 17:05:09,R,L,ucp,ndom,dom,ndom,UCP4
107,271,133,2017-10-06 17:05:10,L,L,ucp,dom,dom,dom,UCP4
67,16,19,2017-10-06 17:05:10,R,L,ucp,ndom,dom,ndom,UCP4
0,0,0,2017-10-06 17:07:00,R,L,ucp,ndom,ndom,ndom,UCP4
3,7,0,2017-10-06 17:07:00,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:01,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:01,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:02,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:02,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:03,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:03,R,L,ucp,ndom,ndom,ndom,UCP4
3,13,32,2017-10-06 17:07:04,R,L,ucp,ndom,ndom,ndom,UCP4
0,6,0,2017-10-06 17:07:04,L,L,ucp,dom,ndom,dom,UCP4
114,119,160,2017-10-06 17:07:05,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:05,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:06,L,L,ucp,dom,ndom,dom,UCP4
66,84,26,2017-10-06 17:07:06,R,L,ucp,ndom,ndom,ndom,UCP4
55,51,2,2017-10-06 17:07:07,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:07,L,L,ucp,dom,ndom,dom,UCP4
48,46,35,2017-10-06 17:07:08,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:08,L,L,ucp,dom,ndom,dom,UCP4
40,17,19,2017-10-06 17:07:09,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:09,L,L,ucp,dom,ndom,dom,UCP4
0,0,0,2017-10-06 17:07:10,L,L,ucp,dom,ndom,dom,UCP4
57,60,27,2017-10-06 17:07:10,R,L,ucp,ndom,ndom,ndom,UCP4
0,5,0,2017-10-06 17:07:11,L,L,ucp,dom,ndom,dom,UCP4
105,102,86,2017-10-06 17:07:11,R,L,ucp,ndom,ndom,ndom,UCP4
0,43,0,2017-10-06 17:07:12,L,L,ucp,dom,ndom,dom,UCP4
12,44,6,2017-10-06 17:07:12,R,L,ucp,ndom,ndom,ndom,UCP4
6,15,12,2017-10-06 17:07:13,R,L,ucp,ndom,ndom,ndom,UCP4
0,0,0,2017-10-06 17:07:13,L,L,ucp,dom,ndom,dom,UCP4
4,29,0,2017-10-06 17:07:14,L,L,ucp,dom,ndom,dom,UCP4
53,7,11,2017-10-06 17:07:14,R,L,ucp,ndom,ndom,ndom,UCP4
6,54,0,2017-10-06 17:07:15,L,L,ucp,dom,ndom,dom,UCP4
26,65,32,2017-10-06 17:07:15,R,L,ucp,ndom,ndom,ndom,UCP4
156,78,59,2017-10-06 17:07:16,R,L,ucp,ndom,ndom,ndom,UCP4
3,33,0,2017-10-06 17:07:16,L,L,ucp,dom,ndom,dom,UCP4
0,31,0,2017-10-06 17:07:17,L,L,ucp,dom,ndom,dom,UCP4
83,74,88,2017-10-06 17:07:17,R,L,ucp,ndom,ndom,ndom,UCP4
33,97,63,2017-10-06 17:07:18,R,L,ucp,ndom,ndom,ndom,UCP4
0,1,0,2017-10-06 17:07:18,L,L,ucp,dom,ndom,dom,UCP4
172,78,50,2017-10-06 17:07:19,R,L,ucp,ndom,ndom,ndom,UCP4
6,19,0,2017-10-06 17:07:19,L,L,ucp,dom,ndom,dom,UCP4
9,40,0,2017-10-06 17:07:20,L,L,ucp,dom,ndom,dom,UCP4
108,69,75,2017-10-06 17:07:20,R,L,ucp,ndom,ndom,ndom,UCP4
126,36,29,2017-10-06 17:07:21,R,L,ucp,ndom,ndom,ndom,UCP4
0,34,0,2017-10-06 17:07:21,L,L,ucp,dom,ndom,dom,UCP4
0,6,0,2017-10-06 17:07:22,L,L,ucp,dom,ndom,dom,UCP4
12,81,52,2017-10-06 17:07:22,R,L,ucp,ndom,ndom,ndom,UCP4
0,3,0,2017-10-06 17:07:23,L,L,ucp,dom,ndom,dom,UCP4
66,58,60,2017-10-06 17:07:23,R,L,ucp,ndom,ndom,ndom,UCP4
0,5,0,2017-10-06 17:07:24,L,L,ucp,dom,ndom,dom,UCP4
55,98,47,2017-10-06 17:07:24,R,L,ucp,ndom,ndom,ndom,UCP4
51,58,15,2017-10-06 17:07:25,R,L,ucp,ndom,ndom,ndom,UCP4
8,48,7,2017-10-06 17:07:25,L,L,ucp,dom,ndom,dom,UCP4
55,61,1,2017-10-06 17:07:26,R,L,ucp,ndom,ndom,ndom,UCP4
0,35,0,2017-10-06 17:07:26,L,L,ucp,dom,ndom,dom,UCP4
47,24,8,2017-10-06 17:07:27,R,L,ucp,ndom,ndom,ndom,UCP4
0,41,0,2017-10-06 17:07:27,L,L,ucp,dom,ndom,dom,UCP4
35,106,41,2017-10-06 17:07:28,R,L,ucp,ndom,ndom,ndom,UCP4
0,36,0,2017-10-06 17:07:28,L,L,ucp,dom,ndom,dom,UCP4
114,76,58,2017-10-06 17:07:29,R,L,ucp,ndom,ndom,ndom,UCP4
0,29,0,2017-10-06 17:07:29,L,L,ucp,dom,ndom,dom,UCP4
46,105,74,2017-10-06 17:07:30,R,L,ucp,ndom,ndom,ndom,UCP4
0,21,0,2017-10-06 17:07:30,L,L,ucp,dom,ndom,dom,UCP4
8,50,0,2017-10-06 17:07:31,L,L,ucp,dom,ndom,dom,UCP4
35,76,46,2017-10-06 17:07:31,R,L,ucp,ndom,ndom,ndom,UCP4
2,36,0,2017-10-06 17:07:32,L,L,ucp,dom,ndom,dom,UCP4
42,32,53,2017-10-06 17:07:32,R,L,ucp,ndom,ndom,ndom,UCP4
0,40,1,2017-10-06 17:07:33,L,L,ucp,dom,ndom,dom,UCP4
64,92,75,2017-10-06 17:07:33,R,L,ucp,ndom,ndom,ndom,UCP4
