Axis1,Axis2,Axis3,datetime,hand,hand_dominance,type,hand_type,session,hand_label,id
132,152,121,2017-07-27 14:48:51,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:52,R,R,td,dom,ndom,dom,TD3
79,110,88,2017-07-27 14:48:52,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:53,R,R,td,dom,ndom,dom,TD3
72,72,42,2017-07-27 14:48:53,L,R,td,ndom,ndom,ndom,TD3
60,99,80,2017-07-27 14:48:54,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:54,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:48:55,R,R,td,dom,ndom,dom,TD3
37,123,22,2017-07-27 14:48:55,L,R,td,ndom,ndom,ndom,TD3
28,72,0,2017-07-27 14:48:56,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:56,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:48:57,R,R,td,dom,ndom,dom,TD3
65,57,32,2017-07-27 14:48:57,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:58,R,R,td,dom,ndom,dom,TD3
85,49,35,2017-07-27 14:48:58,L,R,td,ndom,ndom,ndom,TD3
36,85,97,2017-07-27 14:48:59,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:48:59,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:49:00,R,R,td,dom,ndom,dom,TD3
67,135,96,2017-07-27 14:49:00,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:01,R,R,td,dom,ndom,dom,TD3
82,156,66,2017-07-27 14:49:01,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:02,R,R,td,dom,ndom,dom,TD3
93,204,79,2017-07-27 14:49:02,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:03,R,R,td,dom,ndom,dom,TD3
69,63,58,2017-07-27 14:49:03,L,R,td,ndom,ndom,ndom,TD3
93,116,94,2017-07-27 14:49:04,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:04,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:49:05,R,R,td,dom,ndom,dom,TD3
89,123,81,2017-07-27 14:49:05,L,R,td,ndom,ndom,ndom,TD3
58,57,32,2017-07-27 14:49:06,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:06,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:49:07,R,R,td,dom,ndom,dom,TD3
52,105,64,2017-07-27 14:49:07,L,R,td,ndom,ndom,ndom,TD3
57,87,66,2017-07-27 14:49:08,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:08,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-07-27 14:49:09,R,R,td,dom,ndom,dom,TD3
57,69,68,2017-07-27 14:49:09,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:10,R,R,td,dom,ndom,dom,TD3
40,40,17,2017-07-27 14:49:10,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:11,R,R,td,dom,ndom,dom,TD3
102,122,71,2017-07-27 14:49:11,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:12,R,R,td,dom,ndom,dom,TD3
92,165,50,2017-07-27 14:49:12,L,R,td,ndom,ndom,ndom,TD3
47,87,52,2017-07-27 14:49:13,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:13,R,R,td,dom,ndom,dom,TD3
72,155,76,2017-07-27 14:49:14,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:14,R,R,td,dom,ndom,dom,TD3
101,124,54,2017-07-27 14:49:15,L,R,td,ndom,ndom,ndom,TD3
0,0,0,2017-07-27 14:49:15,R,R,td,dom,ndom,dom,TD3
0,0,0,2017-05-16 16:40:00,L,R,td,ndom,dom,ndom,TD4
58,77,70,2017-05-16 16:40:00,R,R,td,dom,dom,dom,TD4
34,94,71,2017-05-16 16:40:01,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:01,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:02,L,R,td,ndom,dom,ndom,TD4
69,64,63,2017-05-16 16:40:02,R,R,td,dom,dom,dom,TD4
81,54,64,2017-05-16 16:40:03,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:03,L,R,td,ndom,dom,ndom,TD4
59,110,54,2017-05-16 16:40:04,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:04,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:05,L,R,td,ndom,dom,ndom,TD4
53,122,79,2017-05-16 16:40:05,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:06,L,R,td,ndom,dom,ndom,TD4
51,97,92,2017-05-16 16:40:06,R,R,td,dom,dom,dom,TD4
55,123,114,2017-05-16 16:40:07,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:07,L,R,td,ndom,dom,ndom,TD4
56,31,74,2017-05-16 16:40:08,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:08,L,R,td,ndom,dom,ndom,TD4
50,46,109,2017-05-16 16:40:09,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:09,L,R,td,ndom,dom,ndom,TD4
25,129,88,2017-05-16 16:40:10,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:10,L,R,td,ndom,dom,ndom,TD4
53,148,101,2017-05-16 16:40:11,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:11,L,R,td,ndom,dom,ndom,TD4
56,75,79,2017-05-16 16:40:12,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:12,L,R,td,ndom,dom,ndom,TD4
30,67,132,2017-05-16 16:40:13,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:13,L,R,td,ndom,dom,ndom,TD4
28,125,83,2017-05-16 16:40:14,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:14,L,R,td,ndom,dom,ndom,TD4
52,64,70,2017-05-16 16:40:15,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:15,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:16,L,R,td,ndom,dom,ndom,TD4
76,76,105,2017-05-16 16:40:16,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:17,L,R,td,ndom,dom,ndom,TD4
63,111,78,2017-05-16 16:40:17,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:18,L,R,td,ndom,dom,ndom,TD4
49,41,80,2017-05-16 16:40:18,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:19,L,R,td,ndom,dom,ndom,TD4
82,65,86,2017-05-16 16:40:19,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:20,L,R,td,ndom,dom,ndom,TD4
76,57,67,2017-05-16 16:40:20,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:21,L,R,td,ndom,dom,ndom,TD4
49,41,111,2017-05-16 16:40:21,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:22,L,R,td,ndom,dom,ndom,TD4
59,49,107,2017-05-16 16:40:22,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:23,L,R,td,ndom,dom,ndom,TD4
73,98,102,2017-05-16 16:40:23,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:24,L,R,td,ndom,dom,ndom,TD4
42,89,104,2017-05-16 16:40:24,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:25,L,R,td,ndom,dom,ndom,TD4
47,61,134,2017-05-16 16:40:25,R,R,td,dom,dom,dom,TD4
0,7,7,2017-05-16 16:40:26,L,R,td,ndom,dom,ndom,TD4
71,102,107,2017-05-16 16:40:26,R,R,td,dom,dom,dom,TD4
16,4,28,2017-05-16 16:40:27,L,R,td,ndom,dom,ndom,TD4
102,64,121,2017-05-16 16:40:27,R,R,td,dom,dom,dom,TD4
91,89,184,2017-05-16 16:40:28,L,R,td,ndom,dom,ndom,TD4
134,87,86,2017-05-16 16:40:28,R,R,td,dom,dom,dom,TD4
82,49,53,2017-05-16 16:40:29,L,R,td,ndom,dom,ndom,TD4
56,114,42,2017-05-16 16:40:29,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:30,L,R,td,ndom,dom,ndom,TD4
105,124,115,2017-05-16 16:40:30,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:31,L,R,td,ndom,dom,ndom,TD4
117,43,109,2017-05-16 16:40:31,R,R,td,dom,dom,dom,TD4
87,42,95,2017-05-16 16:40:32,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:32,L,R,td,ndom,dom,ndom,TD4
44,67,122,2017-05-16 16:40:33,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:33,L,R,td,ndom,dom,ndom,TD4
71,89,88,2017-05-16 16:40:34,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:34,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:35,L,R,td,ndom,dom,ndom,TD4
92,34,116,2017-05-16 16:40:35,R,R,td,dom,dom,dom,TD4
84,107,81,2017-05-16 16:40:36,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:36,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:37,L,R,td,ndom,dom,ndom,TD4
50,14,95,2017-05-16 16:40:37,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:38,L,R,td,ndom,dom,ndom,TD4
39,59,110,2017-05-16 16:40:38,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:39,L,R,td,ndom,dom,ndom,TD4
27,98,110,2017-05-16 16:40:39,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:40,L,R,td,ndom,dom,ndom,TD4
65,67,114,2017-05-16 16:40:40,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:41,L,R,td,ndom,dom,ndom,TD4
35,96,114,2017-05-16 16:40:41,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:42,L,R,td,ndom,dom,ndom,TD4
86,124,87,2017-05-16 16:40:42,R,R,td,dom,dom,dom,TD4
48,121,73,2017-05-16 16:40:43,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:43,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:44,L,R,td,ndom,dom,ndom,TD4
61,65,71,2017-05-16 16:40:44,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:45,L,R,td,ndom,dom,ndom,TD4
53,85,71,2017-05-16 16:40:45,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:46,L,R,td,ndom,dom,ndom,TD4
56,71,69,2017-05-16 16:40:46,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:47,L,R,td,ndom,dom,ndom,TD4
76,102,90,2017-05-16 16:40:47,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:48,L,R,td,ndom,dom,ndom,TD4
64,102,66,2017-05-16 16:40:48,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:49,L,R,td,ndom,dom,ndom,TD4
59,109,67,2017-05-16 16:40:49,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:50,L,R,td,ndom,dom,ndom,TD4
34,120,87,2017-05-16 16:40:50,R,R,td,dom,dom,dom,TD4
61,52,120,2017-05-16 16:40:51,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:51,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:40:52,L,R,td,ndom,dom,ndom,TD4
43,65,84,2017-05-16 16:40:52,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:53,L,R,td,ndom,dom,ndom,TD4
52,79,83,2017-05-16 16:40:53,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:54,L,R,td,ndom,dom,ndom,TD4
98,79,92,2017-05-16 16:40:54,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:55,L,R,td,ndom,dom,ndom,TD4
80,65,86,2017-05-16 16:40:55,R,R,td,dom,dom,dom,TD4
91,79,80,2017-05-16 16:40:56,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:56,L,R,td,ndom,dom,ndom,TD4
70,72,115,2017-05-16 16:40:57,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:57,L,R,td,ndom,dom,ndom,TD4
131,121,105,2017-05-16 16:40:58,R,R,td,dom,dom,dom,TD4
0,0,0,2017-05-16 16:40:58,L,R,td,ndom,dom,ndom,TD4
40,108,9,2017-05-16 16:40:59,R,R,td,dom,dom,dom,TD4
25,0,0,2017-05-16 16:40:59,L,R,td,ndom,dom,ndom,TD4
79,145,35,2017-05-16 16:41:00,R,R,td,dom,dom,dom,TD4
11,0,0,2017-05-16 16:41:00,L,R,td,ndom,dom,ndom,TD4
0,0,0,2017-05-16 16:42:35,R,R,td,dom,ndom,dom,TD4
118,87,71,2017-05-16 16:42:35,L,R,td,ndom,ndom,ndom,TD4
90,58,85,2017-05-16 16:42:36,L,R,td,ndom,ndom,ndom,TD4
0,4,0,2017-05-16 16:42:36,R,R,td,dom,ndom,dom,TD4
137,79,84,2017-05-16 16:42:37,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:37,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:42:38,R,R,td,dom,ndom,dom,TD4
44,70,45,2017-05-16 16:42:38,L,R,td,ndom,ndom,ndom,TD4
80,66,57,2017-05-16 16:42:39,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:39,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:42:40,R,R,td,dom,ndom,dom,TD4
74,94,125,2017-05-16 16:42:40,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:41,R,R,td,dom,ndom,dom,TD4
68,102,54,2017-05-16 16:42:41,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:42,R,R,td,dom,ndom,dom,TD4
61,76,76,2017-05-16 16:42:42,L,R,td,ndom,ndom,ndom,TD4
70,78,87,2017-05-16 16:42:43,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:43,R,R,td,dom,ndom,dom,TD4
72,72,80,2017-05-16 16:42:44,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:44,R,R,td,dom,ndom,dom,TD4
94,98,67,2017-05-16 16:42:45,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:45,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:42:46,R,R,td,dom,ndom,dom,TD4
65,128,90,2017-05-16 16:42:46,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:47,R,R,td,dom,ndom,dom,TD4
38,126,68,2017-05-16 16:42:47,L,R,td,ndom,ndom,ndom,TD4
68,100,34,2017-05-16 16:42:48,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:48,R,R,td,dom,ndom,dom,TD4
120,65,70,2017-05-16 16:42:49,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:49,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:42:50,R,R,td,dom,ndom,dom,TD4
63,129,60,2017-05-16 16:42:50,L,R,td,ndom,ndom,ndom,TD4
47,87,61,2017-05-16 16:42:51,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:51,R,R,td,dom,ndom,dom,TD4
46,83,52,2017-05-16 16:42:52,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:52,R,R,td,dom,ndom,dom,TD4
62,95,40,2017-05-16 16:42:53,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:53,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:42:54,R,R,td,dom,ndom,dom,TD4
47,63,49,2017-05-16 16:42:54,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:55,R,R,td,dom,ndom,dom,TD4
87,102,79,2017-05-16 16:42:55,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:56,R,R,td,dom,ndom,dom,TD4
85,75,73,2017-05-16 16:42:56,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:57,R,R,td,dom,ndom,dom,TD4
68,71,67,2017-05-16 16:42:57,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:58,R,R,td,dom,ndom,dom,TD4
136,67,75,2017-05-16 16:42:58,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:42:59,R,R,td,dom,ndom,dom,TD4
85,70,60,2017-05-16 16:42:59,L,R,td,ndom,ndom,ndom,TD4
91,73,88,2017-05-16 16:43:00,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:00,R,R,td,dom,ndom,dom,TD4
72,77,76,2017-05-16 16:43:01,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:01,R,R,td,dom,ndom,dom,TD4
71,82,51,2017-05-16 16:43:02,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:02,R,R,td,dom,ndom,dom,TD4
125,91,52,2017-05-16 16:43:03,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:03,R,R,td,dom,ndom,dom,TD4
94,77,44,2017-05-16 16:43:04,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:04,R,R,td,dom,ndom,dom,TD4
91,86,40,2017-05-16 16:43:05,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:05,R,R,td,dom,ndom,dom,TD4
76,92,62,2017-05-16 16:43:06,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:06,R,R,td,dom,ndom,dom,TD4
105,78,76,2017-05-16 16:43:07,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:07,R,R,td,dom,ndom,dom,TD4
109,42,60,2017-05-16 16:43:08,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:08,R,R,td,dom,ndom,dom,TD4
91,82,49,2017-05-16 16:43:09,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:09,R,R,td,dom,ndom,dom,TD4
89,140,83,2017-05-16 16:43:10,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:10,R,R,td,dom,ndom,dom,TD4
71,90,60,2017-05-16 16:43:11,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:11,R,R,td,dom,ndom,dom,TD4
107,82,80,2017-05-16 16:43:12,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:12,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:43:13,R,R,td,dom,ndom,dom,TD4
76,210,78,2017-05-16 16:43:13,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:14,R,R,td,dom,ndom,dom,TD4
89,250,44,2017-05-16 16:43:14,L,R,td,ndom,ndom,ndom,TD4
98,131,73,2017-05-16 16:43:15,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:15,R,R,td,dom,ndom,dom,TD4
78,139,73,2017-05-16 16:43:16,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:16,R,R,td,dom,ndom,dom,TD4
86,116,22,2017-05-16 16:43:17,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:17,R,R,td,dom,ndom,dom,TD4
49,95,41,2017-05-16 16:43:18,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:18,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:43:19,R,R,td,dom,ndom,dom,TD4
58,117,65,2017-05-16 16:43:19,L,R,td,ndom,ndom,ndom,TD4
60,24,24,2017-05-16 16:43:20,R,R,td,dom,ndom,dom,TD4
38,121,28,2017-05-16 16:43:20,L,R,td,ndom,ndom,ndom,TD4
61,5,54,2017-05-16 16:43:21,R,R,td,dom,ndom,dom,TD4
60,85,62,2017-05-16 16:43:21,L,R,td,ndom,ndom,ndom,TD4
55,78,48,2017-05-16 16:43:22,L,R,td,ndom,ndom,ndom,TD4
0,0,6,2017-05-16 16:43:22,R,R,td,dom,ndom,dom,TD4
58,106,40,2017-05-16 16:43:23,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:23,R,R,td,dom,ndom,dom,TD4
68,71,54,2017-05-16 16:43:24,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:24,R,R,td,dom,ndom,dom,TD4
55,121,50,2017-05-16 16:43:25,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:25,R,R,td,dom,ndom,dom,TD4
82,62,33,2017-05-16 16:43:26,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:26,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:43:27,R,R,td,dom,ndom,dom,TD4
51,125,20,2017-05-16 16:43:27,L,R,td,ndom,ndom,ndom,TD4
78,124,56,2017-05-16 16:43:28,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:28,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:43:29,R,R,td,dom,ndom,dom,TD4
83,95,50,2017-05-16 16:43:29,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:30,R,R,td,dom,ndom,dom,TD4
112,122,58,2017-05-16 16:43:30,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:31,R,R,td,dom,ndom,dom,TD4
78,92,51,2017-05-16 16:43:31,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:32,R,R,td,dom,ndom,dom,TD4
62,107,65,2017-05-16 16:43:32,L,R,td,ndom,ndom,ndom,TD4
107,117,42,2017-05-16 16:43:33,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:33,R,R,td,dom,ndom,dom,TD4
0,0,0,2017-05-16 16:43:34,R,R,td,dom,ndom,dom,TD4
123,133,59,2017-05-16 16:43:34,L,R,td,ndom,ndom,ndom,TD4
0,0,0,2017-05-16 16:43:35,R,R,td,dom,ndom,dom,TD4
144,59,97,2017-05-16 16:43:35,L,R,td,ndom,ndom,ndom,TD4
4,0,0,2017-06-06 16:02:15,R,L,td,ndom,dom,ndom,TD5
131,104,215,2017-06-06 16:02:15,L,L,td,dom,dom,dom,TD5
220,116,56,2017-06-06 16:02:16,L,L,td,dom,dom,dom,TD5
0,25,1,2017-06-06 16:02:16,R,L,td,ndom,dom,ndom,TD5
68,137,95,2017-06-06 16:02:17,L,L,td,dom,dom,dom,TD5
0,5,2,2017-06-06 16:02:17,R,L,td,ndom,dom,ndom,TD5
133,85,96,2017-06-06 16:02:18,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:18,R,L,td,ndom,dom,ndom,TD5
146,56,61,2017-06-06 16:02:19,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:19,R,L,td,ndom,dom,ndom,TD5
108,73,37,2017-06-06 16:02:20,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:20,R,L,td,ndom,dom,ndom,TD5
0,0,0,2017-06-06 16:02:21,R,L,td,ndom,dom,ndom,TD5
48,63,32,2017-06-06 16:02:21,L,L,td,dom,dom,dom,TD5
8,44,30,2017-06-06 16:02:22,L,L,td,dom,dom,dom,TD5
0,5,0,2017-06-06 16:02:22,R,L,td,ndom,dom,ndom,TD5
142,71,57,2017-06-06 16:02:23,L,L,td,dom,dom,dom,TD5
0,1,0,2017-06-06 16:02:23,R,L,td,ndom,dom,ndom,TD5
81,28,40,2017-06-06 16:02:24,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:24,R,L,td,ndom,dom,ndom,TD5
109,214,86,2017-06-06 16:02:25,L,L,td,dom,dom,dom,TD5
0,6,0,2017-06-06 16:02:25,R,L,td,ndom,dom,ndom,TD5
106,221,85,2017-06-06 16:02:26,L,L,td,dom,dom,dom,TD5
0,27,0,2017-06-06 16:02:26,R,L,td,ndom,dom,ndom,TD5
108,102,86,2017-06-06 16:02:27,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:27,R,L,td,ndom,dom,ndom,TD5
91,97,53,2017-06-06 16:02:28,L,L,td,dom,dom,dom,TD5
0,3,0,2017-06-06 16:02:28,R,L,td,ndom,dom,ndom,TD5
0,5,0,2017-06-06 16:02:29,R,L,td,ndom,dom,ndom,TD5
65,97,80,2017-06-06 16:02:29,L,L,td,dom,dom,dom,TD5
40,58,36,2017-06-06 16:02:30,L,L,td,dom,dom,dom,TD5
0,20,0,2017-06-06 16:02:30,R,L,td,ndom,dom,ndom,TD5
0,30,19,2017-06-06 16:02:31,R,L,td,ndom,dom,ndom,TD5
169,148,163,2017-06-06 16:02:31,L,L,td,dom,dom,dom,TD5
142,128,117,2017-06-06 16:02:32,L,L,td,dom,dom,dom,TD5
0,3,5,2017-06-06 16:02:32,R,L,td,ndom,dom,ndom,TD5
0,14,13,2017-06-06 16:02:33,R,L,td,ndom,dom,ndom,TD5
85,29,82,2017-06-06 16:02:33,L,L,td,dom,dom,dom,TD5
118,113,88,2017-06-06 16:02:34,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:34,R,L,td,ndom,dom,ndom,TD5
0,0,0,2017-06-06 16:02:35,R,L,td,ndom,dom,ndom,TD5
119,110,90,2017-06-06 16:02:35,L,L,td,dom,dom,dom,TD5
91,94,64,2017-06-06 16:02:36,L,L,td,dom,dom,dom,TD5
0,6,0,2017-06-06 16:02:36,R,L,td,ndom,dom,ndom,TD5
87,72,70,2017-06-06 16:02:37,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:37,R,L,td,ndom,dom,ndom,TD5
71,56,32,2017-06-06 16:02:38,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:38,R,L,td,ndom,dom,ndom,TD5
164,167,68,2017-06-06 16:02:39,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:39,R,L,td,ndom,dom,ndom,TD5
0,0,0,2017-06-06 16:02:40,R,L,td,ndom,dom,ndom,TD5
50,89,47,2017-06-06 16:02:40,L,L,td,dom,dom,dom,TD5
97,86,51,2017-06-06 16:02:41,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:41,R,L,td,ndom,dom,ndom,TD5
0,0,0,2017-06-06 16:02:42,R,L,td,ndom,dom,ndom,TD5
148,45,34,2017-06-06 16:02:42,L,L,td,dom,dom,dom,TD5
0,0,0,2017-06-06 16:02:43,R,L,td,ndom,dom,ndom,TD5
74,69,4,2017-06-06 16:02:43,L,L,td,dom,dom,dom,TD5
143,93,51,2017-06-06 16:02:44,L,L,td,dom,dom,dom,TD5
0,7,3,2017-06-06 16:02:44,R,L,td,ndom,dom,ndom,TD5
